ticket_id,department,category,priority,status,open_date,resolution_days,agent_id,satisfaction_score,resolution_date,sla_target_days,sla_met
TKT_01185,Operations,Software,Critical,Resolved,2025-12-05,,AGT_002,5.0,,1,0
TKT_01186,Operations,Onboarding,Critical,Resolved,2025-05-28,26.0,AGT_034,3.0,2025-06-23,1,0
TKT_01187,Facilities,Access,Low,Escalated,2026-03-29,15.0,AGT_033,,2026-04-13,14,0
TKT_01188,HR,Payroll,High,Resolved,2025-07-11,,AGT_016,,,3,0
TKT_01189,HR,Maintenance,Low,Open,2025-08-23,5.0,AGT_022,,2025-08-28,14,1
TKT_01190,IT,Network,Medium,Open,2025-03-11,20.0,AGT_034,,2025-03-31,7,0
TKT_01191,IT,Network,High,Resolved,2024-07-08,13.0,AGT_046,3.0,2024-07-21,3,0
TKT_01192,HR,Hardware,High,Resolved,2025-09-20,24.0,AGT_048,2.0,2025-10-14,3,0
TKT_01193,IT,Network,High,Resolved,2024-10-28,19.0,AGT_024,1.0,2024-11-16,3,0
TKT_01194,Operations,Software,High,Escalated,2026-01-17,27.0,AGT_023,2.0,2026-02-13,3,0
TKT_01195,Facilities,Payroll,High,Escalated,2025-11-02,16.0,AGT_033,2.0,2025-11-18,3,0
TKT_01196,Facilities,Maintenance,High,Resolved,2026-03-08,10.0,AGT_042,4.0,2026-03-18,3,0
TKT_01197,HR,Maintenance,Critical,Open,2025-03-21,1.0,AGT_015,,2025-03-22,1,1
TKT_01198,IT,Onboarding,Critical,Resolved,2025-03-18,22.0,AGT_028,2.0,2025-04-09,1,0
TKT_01199,HR,Hardware,Low,Resolved,2026-05-18,,AGT_017,1.0,,14,0
TKT_01200,Finance,Network,Low,Escalated,2025-01-23,10.0,AGT_021,,2025-02-02,14,1
TKT_01201,Facilities,Software,Medium,Resolved,2025-08-26,24.0,AGT_017,5.0,2025-09-19,7,0
TKT_01202,Operations,Hardware,Low,Resolved,2024-10-14,21.0,AGT_041,5.0,2024-11-04,14,0
TKT_01203,HR,Software,Low,Escalated,2025-06-03,,AGT_036,3.0,,14,0
TKT_01204,Facilities,Onboarding,Low,Open,2024-08-20,21.0,AGT_029,4.0,2024-09-10,14,0
TKT_01205,Facilities,Network,Critical,Resolved,2026-04-12,25.0,AGT_024,,2026-05-07,1,0
TKT_01206,Finance,Maintenance,Medium,Resolved,2024-10-27,8.0,AGT_049,3.0,2024-11-04,7,0
TKT_01207,Operations,Network,Medium,Open,2024-12-04,19.0,AGT_040,3.0,2024-12-23,7,0
TKT_01208,Facilities,Network,Critical,Resolved,2025-09-08,17.0,AGT_029,5.0,2025-09-25,1,0
TKT_01209,Operations,Payroll,Medium,Escalated,2024-11-24,20.0,AGT_037,1.0,2024-12-14,7,0
TKT_01210,HR,Access,Medium,Resolved,2024-10-21,13.0,AGT_037,1.0,2024-11-03,7,0
TKT_01211,Operations,Software,Critical,Open,2024-11-12,,AGT_050,3.0,,1,0
TKT_01212,HR,Onboarding,Critical,Open,2025-06-22,2.0,AGT_049,3.0,2025-06-24,1,0
TKT_01213,Facilities,Network,High,Escalated,2026-02-06,23.0,AGT_046,5.0,2026-03-01,3,0
TKT_01214,HR,Payroll,Medium,Open,2025-06-04,,AGT_031,,,7,0
TKT_01215,IT,Maintenance,Low,Resolved,2025-04-17,,AGT_017,,,14,0
TKT_01216,Facilities,Maintenance,Critical,Resolved,2024-07-19,5.0,AGT_009,5.0,2024-07-24,1,0
TKT_01217,HR,Hardware,Medium,Resolved,2025-12-02,7.0,AGT_023,3.0,2025-12-09,7,1
TKT_01218,Facilities,Access,Critical,Resolved,2026-02-07,25.0,AGT_047,1.0,2026-03-04,1,0
TKT_01219,Finance,Onboarding,Medium,Resolved,2026-01-12,16.0,AGT_019,,2026-01-28,7,0
TKT_01220,Operations,Access,High,Resolved,2024-07-12,24.0,AGT_011,5.0,2024-08-05,3,0
TKT_01221,IT,Maintenance,Low,Resolved,2026-04-29,23.0,AGT_041,4.0,2026-05-22,14,0
TKT_01222,Finance,Access,High,Resolved,2025-08-08,,AGT_038,4.0,,3,0
TKT_01223,HR,Access,Critical,Resolved,2024-11-12,11.0,AGT_042,3.0,2024-11-23,1,0
TKT_01224,Facilities,Payroll,Low,Escalated,2024-08-15,16.0,AGT_004,,2024-08-31,14,0
TKT_01225,Operations,Onboarding,Medium,Resolved,2024-11-26,11.0,AGT_047,,2024-12-07,7,0
TKT_01226,IT,Access,High,Resolved,2025-01-16,15.0,AGT_050,3.0,2025-01-31,3,0
TKT_01227,Operations,Maintenance,Low,Open,2025-06-18,11.0,AGT_020,5.0,2025-06-29,14,1
TKT_01228,Facilities,Maintenance,Low,Open,2024-07-29,22.0,AGT_014,,2024-08-20,14,0
TKT_01229,Facilities,Access,Critical,Resolved,2025-04-09,24.0,AGT_025,,2025-05-03,1,0
TKT_01230,Operations,Network,High,Escalated,2026-03-20,26.0,AGT_034,1.0,2026-04-15,3,0
TKT_01231,Operations,Onboarding,Low,Escalated,2025-12-24,20.0,AGT_011,5.0,2026-01-13,14,0
TKT_01232,IT,Hardware,Low,Resolved,2025-05-18,8.0,AGT_031,2.0,2025-05-26,14,1
TKT_01233,Operations,Maintenance,Low,Resolved,2025-07-03,10.0,AGT_021,1.0,2025-07-13,14,1
TKT_01234,Operations,Onboarding,Medium,Resolved,2025-05-30,10.0,AGT_026,,2025-06-09,7,0
TKT_01235,IT,Access,Critical,Resolved,2025-05-28,23.0,AGT_033,4.0,2025-06-20,1,0
TKT_01236,Operations,Software,High,Resolved,2025-11-09,23.0,AGT_017,3.0,2025-12-02,3,0
TKT_01237,Operations,Maintenance,Low,Resolved,2025-11-22,16.0,AGT_038,3.0,2025-12-08,14,0
TKT_01238,HR,Network,Medium,Resolved,2024-09-23,30.0,AGT_032,2.0,2024-10-23,7,0
TKT_01239,Operations,Hardware,High,Open,2025-05-12,24.0,AGT_044,5.0,2025-06-05,3,0
TKT_01240,Facilities,Onboarding,High,Escalated,2025-11-04,4.0,AGT_034,,2025-11-08,3,0
TKT_01241,HR,Payroll,High,Open,2026-02-20,18.0,AGT_021,1.0,2026-03-10,3,0
TKT_01242,IT,Maintenance,Medium,Resolved,2025-07-22,13.0,AGT_004,4.0,2025-08-04,7,0
TKT_01243,Finance,Payroll,Critical,Open,2025-05-29,25.0,AGT_045,,2025-06-23,1,0
TKT_01244,IT,Maintenance,Critical,Escalated,2025-03-28,10.0,AGT_029,,2025-04-07,1,0
TKT_01245,Operations,Network,Low,Resolved,2024-07-23,,AGT_034,5.0,,14,0
TKT_01246,Facilities,Hardware,Low,Escalated,2026-01-25,3.0,AGT_042,1.0,2026-01-28,14,1
TKT_01247,HR,Network,Critical,Open,2025-09-25,15.0,AGT_028,4.0,2025-10-10,1,0
TKT_01248,IT,Access,Medium,Resolved,2025-07-30,24.0,AGT_031,2.0,2025-08-23,7,0
TKT_01249,HR,Access,Critical,Resolved,2025-03-15,7.0,AGT_012,,2025-03-22,1,0
TKT_01250,HR,Software,High,Resolved,2025-04-15,9.0,AGT_049,3.0,2025-04-24,3,0
TKT_01251,HR,Maintenance,High,Resolved,2025-09-01,23.0,AGT_021,4.0,2025-09-24,3,0
TKT_01252,Finance,Maintenance,Low,Resolved,2025-10-18,4.0,AGT_015,4.0,2025-10-22,14,1
TKT_01253,Finance,Onboarding,High,Open,2025-04-04,19.0,AGT_004,,2025-04-23,3,0
TKT_01254,HR,Maintenance,Medium,Escalated,2024-11-03,2.0,AGT_049,2.0,2024-11-05,7,1
TKT_01255,IT,Payroll,High,Escalated,2025-07-31,17.0,AGT_033,5.0,2025-08-17,3,0
TKT_01256,Operations,Hardware,High,Resolved,2026-03-17,8.0,AGT_007,1.0,2026-03-25,3,0
TKT_01257,Finance,Payroll,High,Resolved,2026-02-17,,AGT_022,,,3,0
TKT_01258,IT,Hardware,Critical,Resolved,2025-07-18,23.0,AGT_034,2.0,2025-08-10,1,0
TKT_01259,Finance,Network,Critical,Resolved,2026-03-09,22.0,AGT_001,2.0,2026-03-31,1,0
TKT_01260,Facilities,Hardware,High,Open,2025-02-20,1.0,AGT_035,3.0,2025-02-21,3,1
TKT_01261,Operations,Payroll,High,Open,2024-06-07,30.0,AGT_026,2.0,2024-07-07,3,0
TKT_01262,IT,Access,Medium,Escalated,2025-11-14,,AGT_029,,,7,0
TKT_01263,Finance,Payroll,Low,Resolved,2025-05-25,29.0,AGT_034,,2025-06-23,14,0
TKT_01264,Operations,Payroll,Critical,Open,2024-10-25,16.0,AGT_044,5.0,2024-11-10,1,0
TKT_01265,Facilities,Software,High,Resolved,2024-06-05,25.0,AGT_050,2.0,2024-06-30,3,0
TKT_01266,HR,Software,Critical,Resolved,2025-03-17,11.0,AGT_039,3.0,2025-03-28,1,0
TKT_01267,IT,Payroll,Medium,Open,2024-07-15,2.0,AGT_017,4.0,2024-07-17,7,1
TKT_01268,Facilities,Onboarding,Critical,Escalated,2024-06-16,3.0,AGT_024,2.0,2024-06-19,1,0
TKT_01269,HR,Access,High,Resolved,2025-07-23,8.0,AGT_007,1.0,2025-07-31,3,0
TKT_01270,IT,Access,Medium,Resolved,2025-03-29,24.0,AGT_007,1.0,2025-04-22,7,0
TKT_01271,Facilities,Payroll,Low,Resolved,2025-05-13,2.0,AGT_039,,2025-05-15,14,1
TKT_01272,HR,Hardware,Low,Open,2025-11-12,6.0,AGT_015,,2025-11-18,14,1
TKT_01273,Finance,Hardware,Low,Resolved,2024-11-02,27.0,AGT_044,5.0,2024-11-29,14,0
TKT_01274,Facilities,Payroll,Critical,Escalated,2024-10-25,,AGT_011,2.0,,1,0
TKT_01275,Operations,Access,Low,Open,2026-04-10,27.0,AGT_019,4.0,2026-05-07,14,0
TKT_01276,Operations,Software,Critical,Resolved,2025-04-20,16.0,AGT_027,3.0,2025-05-06,1,0
TKT_01277,Facilities,Payroll,Medium,Resolved,2025-09-23,,AGT_031,1.0,,7,0
TKT_01278,IT,Payroll,High,Escalated,2025-03-18,28.0,AGT_005,,2025-04-15,3,0
TKT_01279,Facilities,Hardware,High,Open,2025-09-21,29.0,AGT_042,,2025-10-20,3,0
TKT_01280,Facilities,Software,Critical,Open,2025-10-27,,AGT_046,5.0,,1,0
TKT_01281,Facilities,Payroll,High,Open,2026-01-10,20.0,AGT_042,,2026-01-30,3,0
TKT_01282,Finance,Network,High,Resolved,2026-02-11,,AGT_037,,,3,0
TKT_01283,HR,Maintenance,Medium,Resolved,2025-11-05,10.0,AGT_040,,2025-11-15,7,0
TKT_01284,Operations,Hardware,Medium,Resolved,2024-09-26,21.0,AGT_038,,2024-10-17,7,0
TKT_01285,Facilities,Access,High,Resolved,2024-06-27,16.0,AGT_010,3.0,2024-07-13,3,0
TKT_01286,Facilities,Maintenance,Low,Resolved,2025-03-17,5.0,AGT_030,4.0,2025-03-22,14,1
TKT_01287,Facilities,Maintenance,Critical,Open,2026-01-17,15.0,AGT_022,1.0,2026-02-01,1,0
TKT_01288,Finance,Hardware,Medium,Resolved,2024-08-04,26.0,AGT_011,3.0,2024-08-30,7,0
TKT_01289,Facilities,Software,Medium,Resolved,2025-09-16,,AGT_014,,,7,0
TKT_01290,IT,Access,Medium,Resolved,2026-03-10,,AGT_029,4.0,,7,0
TKT_01291,HR,Software,Critical,Resolved,2024-12-15,9.0,AGT_007,5.0,2024-12-24,1,0
TKT_01292,HR,Network,High,Open,2025-08-17,1.0,AGT_002,1.0,2025-08-18,3,1
TKT_01293,IT,Hardware,Critical,Open,2026-05-30,26.0,AGT_001,5.0,2026-06-25,1,0
TKT_01294,Finance,Maintenance,Low,Resolved,2024-06-25,22.0,AGT_047,,2024-07-17,14,0
TKT_01295,IT,Access,Low,Resolved,2024-06-29,6.0,AGT_010,,2024-07-05,14,1
TKT_01296,Facilities,Software,Low,Open,2024-08-20,21.0,AGT_047,4.0,2024-09-10,14,0
TKT_01297,HR,Payroll,Low,Resolved,2026-04-22,27.0,AGT_040,3.0,2026-05-19,14,0
TKT_01298,Facilities,Network,Critical,Resolved,2024-11-24,11.0,AGT_024,5.0,2024-12-05,1,0
TKT_01299,Operations,Payroll,Low,Escalated,2024-10-19,,AGT_040,4.0,,14,0
TKT_01300,Facilities,Maintenance,Critical,Resolved,2025-02-20,6.0,AGT_042,1.0,2025-02-26,1,0
TKT_01301,Finance,Maintenance,Low,Resolved,2025-09-15,16.0,AGT_025,,2025-10-01,14,0
TKT_01302,Facilities,Software,Medium,Open,2024-12-13,8.0,AGT_013,,2024-12-21,7,0
TKT_01303,Finance,Network,High,Open,2026-05-24,,AGT_021,,,3,0
TKT_01304,HR,Maintenance,High,Escalated,2025-08-09,15.0,AGT_005,2.0,2025-08-24,3,0
TKT_01305,Finance,Onboarding,Critical,Resolved,2025-01-01,11.0,AGT_050,2.0,2025-01-12,1,0
TKT_01306,Facilities,Payroll,Critical,Resolved,2025-07-08,24.0,AGT_036,4.0,2025-08-01,1,0
TKT_01307,Finance,Access,Low,Escalated,2025-01-22,9.0,AGT_032,2.0,2025-01-31,14,1
TKT_01308,Facilities,Access,Medium,Resolved,2025-03-01,23.0,AGT_023,4.0,2025-03-24,7,0
TKT_01309,Facilities,Access,Low,Resolved,2026-02-11,22.0,AGT_029,,2026-03-05,14,0
TKT_01310,Facilities,Payroll,High,Resolved,2025-09-10,,AGT_004,1.0,,3,0
TKT_01311,IT,Onboarding,High,Open,2024-09-30,13.0,AGT_024,,2024-10-13,3,0
TKT_01312,IT,Onboarding,High,Open,2026-03-13,30.0,AGT_014,1.0,2026-04-12,3,0
TKT_01313,Finance,Payroll,Low,Resolved,2025-09-02,23.0,AGT_012,3.0,2025-09-25,14,0
TKT_01314,Finance,Onboarding,High,Escalated,2024-12-16,23.0,AGT_003,4.0,2025-01-08,3,0
TKT_01315,Operations,Software,Medium,Open,2025-12-17,,AGT_037,,,7,0
TKT_01316,Facilities,Access,Medium,Open,2025-01-03,10.0,AGT_046,3.0,2025-01-13,7,0
TKT_01317,Facilities,Onboarding,High,Open,2024-12-12,8.0,AGT_016,5.0,2024-12-20,3,0
TKT_01318,Operations,Onboarding,High,Resolved,2024-08-09,5.0,AGT_025,,2024-08-14,3,0
TKT_01319,IT,Hardware,Medium,Open,2025-08-26,15.0,AGT_005,,2025-09-10,7,0
TKT_01320,Operations,Maintenance,Medium,Open,2024-10-14,20.0,AGT_015,5.0,2024-11-03,7,0
TKT_01321,IT,Access,Medium,Open,2025-05-08,23.0,AGT_044,2.0,2025-05-31,7,0
TKT_01322,Finance,Network,Critical,Resolved,2026-02-18,16.0,AGT_041,5.0,2026-03-06,1,0
TKT_01323,HR,Software,Medium,Resolved,2025-03-28,26.0,AGT_002,,2025-04-23,7,0
TKT_01324,HR,Software,Critical,Escalated,2026-03-20,7.0,AGT_005,1.0,2026-03-27,1,0
TKT_01325,Facilities,Network,High,Resolved,2026-04-06,22.0,AGT_019,4.0,2026-04-28,3,0
TKT_01326,Operations,Software,Critical,Resolved,2024-08-04,28.0,AGT_020,5.0,2024-09-01,1,0
TKT_01327,Operations,Access,Critical,Escalated,2026-02-21,17.0,AGT_027,3.0,2026-03-10,1,0
TKT_01328,Operations,Software,Low,Resolved,2025-10-26,23.0,AGT_018,5.0,2025-11-18,14,0
TKT_01329,Operations,Software,Medium,Resolved,2026-02-04,30.0,AGT_007,2.0,2026-03-06,7,0
TKT_01330,HR,Access,Low,Escalated,2024-12-21,2.0,AGT_040,2.0,2024-12-23,14,1
TKT_01331,Facilities,Maintenance,Medium,Resolved,2024-10-29,29.0,AGT_031,,2024-11-27,7,0
TKT_01332,HR,Hardware,Critical,Resolved,2025-06-06,19.0,AGT_011,1.0,2025-06-25,1,0
TKT_01333,IT,Onboarding,High,Resolved,2026-05-19,6.0,AGT_046,5.0,2026-05-25,3,0
TKT_01334,Facilities,Hardware,Critical,Resolved,2024-11-10,17.0,AGT_037,5.0,2024-11-27,1,0
TKT_01335,Operations,Access,High,Escalated,2025-05-26,22.0,AGT_043,1.0,2025-06-17,3,0
TKT_01336,Finance,Hardware,Critical,Resolved,2025-09-07,19.0,AGT_019,2.0,2025-09-26,1,0
TKT_01337,Operations,Payroll,Critical,Resolved,2024-12-01,29.0,AGT_005,,2024-12-30,1,0
TKT_01338,IT,Network,Low,Resolved,2025-02-11,26.0,AGT_043,4.0,2025-03-09,14,0
TKT_01339,Facilities,Software,Low,Resolved,2024-09-13,,AGT_004,,,14,0
TKT_01340,IT,Access,High,Open,2025-01-25,,AGT_014,5.0,,3,0
TKT_01341,Operations,Hardware,Medium,Resolved,2025-04-20,19.0,AGT_028,,2025-05-09,7,0
TKT_01342,Operations,Network,Low,Resolved,2025-03-04,,AGT_032,,,14,0
TKT_01343,Facilities,Access,Critical,Escalated,2024-06-03,26.0,AGT_021,3.0,2024-06-29,1,0
TKT_01344,Facilities,Access,Low,Open,2025-08-21,1.0,AGT_034,,2025-08-22,14,1
TKT_01345,Operations,Software,High,Escalated,2026-01-06,27.0,AGT_001,,2026-02-02,3,0
TKT_01346,Operations,Onboarding,Low,Resolved,2024-06-21,,AGT_025,2.0,,14,0
TKT_01347,Facilities,Payroll,Low,Resolved,2025-04-18,3.0,AGT_037,3.0,2025-04-21,14,1
TKT_01348,HR,Maintenance,Critical,Open,2026-04-15,,AGT_050,,,1,0
TKT_01349,Facilities,Hardware,Low,Open,2025-08-15,3.0,AGT_047,4.0,2025-08-18,14,1
TKT_01350,Facilities,Access,Low,Resolved,2026-03-02,2.0,AGT_015,,2026-03-04,14,1
TKT_01351,Operations,Maintenance,Critical,Resolved,2024-10-03,3.0,AGT_010,,2024-10-06,1,0
TKT_01352,Facilities,Access,Low,Escalated,2024-07-13,16.0,AGT_046,1.0,2024-07-29,14,0
TKT_01353,Operations,Access,Low,Escalated,2026-03-05,,AGT_047,5.0,,14,0
TKT_01354,HR,Payroll,High,Resolved,2025-11-30,25.0,AGT_050,3.0,2025-12-25,3,0
TKT_01355,HR,Access,Critical,Resolved,2025-05-13,,AGT_050,4.0,,1,0
TKT_01356,Finance,Onboarding,High,Resolved,2025-04-30,24.0,AGT_047,,2025-05-24,3,0
TKT_01357,Facilities,Maintenance,High,Resolved,2024-09-29,14.0,AGT_034,,2024-10-13,3,0
TKT_01358,Facilities,Hardware,Critical,Escalated,2025-01-26,29.0,AGT_038,,2025-02-24,1,0
TKT_01359,HR,Payroll,Low,Escalated,2024-11-24,28.0,AGT_018,2.0,2024-12-22,14,0
TKT_01360,Operations,Software,Low,Resolved,2024-11-02,13.0,AGT_003,,2024-11-15,14,1
TKT_01361,IT,Onboarding,Medium,Resolved,2025-11-10,22.0,AGT_005,3.0,2025-12-02,7,0
TKT_01362,Facilities,Payroll,Low,Open,2024-09-09,28.0,AGT_006,1.0,2024-10-07,14,0
TKT_01363,Finance,Maintenance,Critical,Open,2025-03-11,21.0,AGT_030,1.0,2025-04-01,1,0
TKT_01364,Facilities,Onboarding,High,Escalated,2026-02-20,4.0,AGT_005,,2026-02-24,3,0
TKT_01365,IT,Payroll,High,Escalated,2026-04-26,,AGT_013,5.0,,3,0
TKT_01366,Operations,Hardware,Medium,Escalated,2025-07-17,17.0,AGT_003,5.0,2025-08-03,7,0
TKT_01367,HR,Software,High,Resolved,2026-02-21,,AGT_049,2.0,,3,0
TKT_01368,HR,Access,Critical,Resolved,2025-03-13,27.0,AGT_016,2.0,2025-04-09,1,0
TKT_01369,Finance,Software,Medium,Resolved,2026-01-31,,AGT_046,1.0,,7,0
TKT_01370,IT,Access,High,Resolved,2025-09-06,,AGT_032,,,3,0
TKT_01371,Finance,Payroll,Medium,Resolved,2025-05-07,22.0,AGT_002,2.0,2025-05-29,7,0
TKT_01372,IT,Hardware,Medium,Open,2025-01-19,14.0,AGT_040,3.0,2025-02-02,7,0
TKT_01373,Finance,Software,Critical,Resolved,2025-09-08,27.0,AGT_030,,2025-10-05,1,0
TKT_01374,Operations,Onboarding,Critical,Resolved,2024-10-07,15.0,AGT_007,,2024-10-22,1,0
TKT_01375,Operations,Software,High,Escalated,2025-12-18,9.0,AGT_034,4.0,2025-12-27,3,0
TKT_01376,Facilities,Software,Critical,Resolved,2026-04-12,,AGT_017,,,1,0
TKT_01377,Finance,Network,Critical,Open,2025-05-13,25.0,AGT_027,,2025-06-07,1,0
TKT_01378,Operations,Software,Low,Resolved,2025-01-27,,AGT_030,2.0,,14,0
TKT_01379,Facilities,Maintenance,Low,Resolved,2024-08-13,14.0,AGT_038,5.0,2024-08-27,14,1
TKT_01380,IT,Onboarding,Critical,Escalated,2025-03-29,30.0,AGT_004,,2025-04-28,1,0
TKT_01381,IT,Access,Low,Escalated,2024-10-29,1.0,AGT_036,5.0,2024-10-30,14,1
TKT_01382,IT,Network,Medium,Resolved,2025-09-12,3.0,AGT_030,4.0,2025-09-15,7,1
TKT_01383,HR,Maintenance,High,Resolved,2025-02-13,,AGT_031,5.0,,3,0
TKT_01384,Finance,Access,Medium,Resolved,2025-12-05,,AGT_045,1.0,,7,0
TKT_01385,Facilities,Access,Medium,Open,2025-11-20,23.0,AGT_015,4.0,2025-12-13,7,0
TKT_01386,HR,Software,High,Resolved,2024-11-28,8.0,AGT_031,4.0,2024-12-06,3,0
TKT_01387,Finance,Software,Low,Resolved,2026-04-10,13.0,AGT_014,5.0,2026-04-23,14,1
TKT_01388,Finance,Onboarding,Medium,Open,2024-09-27,18.0,AGT_041,2.0,2024-10-15,7,0
TKT_01389,Finance,Hardware,Low,Resolved,2024-08-25,28.0,AGT_007,1.0,2024-09-22,14,0
TKT_01390,Finance,Access,Low,Resolved,2026-03-15,5.0,AGT_027,5.0,2026-03-20,14,1
TKT_01391,HR,Network,Medium,Open,2026-05-11,10.0,AGT_037,5.0,2026-05-21,7,0
TKT_01392,Facilities,Maintenance,Medium,Resolved,2025-01-29,30.0,AGT_010,1.0,2025-02-28,7,0
TKT_01393,Operations,Onboarding,Critical,Open,2026-03-24,11.0,AGT_029,3.0,2026-04-04,1,0
TKT_01394,Operations,Software,Critical,Resolved,2025-01-01,25.0,AGT_023,,2025-01-26,1,0
TKT_01395,Facilities,Maintenance,Low,Resolved,2025-10-20,11.0,AGT_040,5.0,2025-10-31,14,1
TKT_01396,Operations,Payroll,Critical,Resolved,2025-04-29,29.0,AGT_011,2.0,2025-05-28,1,0
TKT_01397,HR,Software,Critical,Resolved,2026-04-18,,AGT_032,5.0,,1,0
TKT_01398,HR,Hardware,Critical,Escalated,2024-06-05,8.0,AGT_020,2.0,2024-06-13,1,0
TKT_01399,Finance,Access,Low,Resolved,2026-01-31,9.0,AGT_027,,2026-02-09,14,1
TKT_01400,Facilities,Hardware,Medium,Escalated,2024-12-09,,AGT_004,1.0,,7,0
TKT_01401,Finance,Onboarding,Critical,Resolved,2026-05-23,29.0,AGT_006,5.0,2026-06-21,1,0
TKT_01402,HR,Software,High,Resolved,2024-08-14,6.0,AGT_003,,2024-08-20,3,0
TKT_01403,HR,Maintenance,Medium,Resolved,2024-11-09,14.0,AGT_002,1.0,2024-11-23,7,0
TKT_01404,HR,Payroll,Medium,Open,2025-05-23,2.0,AGT_026,2.0,2025-05-25,7,1
TKT_01405,Facilities,Payroll,High,Open,2025-07-11,21.0,AGT_041,5.0,2025-08-01,3,0
TKT_01406,Facilities,Software,Critical,Open,2025-11-24,26.0,AGT_039,1.0,2025-12-20,1,0
TKT_01407,Finance,Network,Low,Resolved,2024-06-15,23.0,AGT_042,4.0,2024-07-08,14,0
TKT_01408,Operations,Maintenance,Critical,Open,2024-11-21,5.0,AGT_029,3.0,2024-11-26,1,0
TKT_01409,HR,Maintenance,High,Open,2025-09-17,6.0,AGT_031,,2025-09-23,3,0
TKT_01410,HR,Hardware,Critical,Resolved,2024-06-15,16.0,AGT_019,3.0,2024-07-01,1,0
TKT_01411,Facilities,Payroll,Medium,Escalated,2024-12-24,8.0,AGT_004,5.0,2025-01-01,7,0
TKT_01412,Facilities,Software,Low,Open,2026-03-24,23.0,AGT_001,5.0,2026-04-16,14,0
TKT_01413,IT,Hardware,Low,Resolved,2025-12-20,,AGT_039,1.0,,14,0
TKT_01414,Finance,Payroll,Low,Escalated,2025-02-25,2.0,AGT_045,1.0,2025-02-27,14,1
TKT_01415,Operations,Access,Medium,Open,2025-09-19,14.0,AGT_030,2.0,2025-10-03,7,0
TKT_01416,HR,Software,Critical,Resolved,2025-12-31,5.0,AGT_004,3.0,2026-01-05,1,0
TKT_01417,Finance,Maintenance,Low,Open,2026-01-03,9.0,AGT_005,1.0,2026-01-12,14,1
TKT_01418,IT,Software,Low,Resolved,2025-10-08,21.0,AGT_033,4.0,2025-10-29,14,0
TKT_01419,Finance,Onboarding,Critical,Resolved,2024-06-12,,AGT_014,4.0,,1,0
TKT_01420,HR,Software,Low,Resolved,2024-09-13,12.0,AGT_009,2.0,2024-09-25,14,1
TKT_01421,Facilities,Hardware,Medium,Resolved,2025-12-28,,AGT_024,2.0,,7,0
TKT_01422,Finance,Access,Critical,Open,2025-11-23,7.0,AGT_041,,2025-11-30,1,0
TKT_01423,Operations,Hardware,Low,Escalated,2024-09-19,,AGT_044,3.0,,14,0
TKT_01424,HR,Payroll,Critical,Open,2025-03-04,20.0,AGT_045,,2025-03-24,1,0
TKT_01425,Finance,Payroll,Critical,Resolved,2026-02-01,28.0,AGT_026,,2026-03-01,1,0
TKT_01426,Operations,Maintenance,Medium,Resolved,2025-05-10,,AGT_025,3.0,,7,0
TKT_01427,HR,Onboarding,Medium,Resolved,2024-08-30,19.0,AGT_048,1.0,2024-09-18,7,0
TKT_01428,Facilities,Software,Low,Escalated,2024-08-10,18.0,AGT_005,1.0,2024-08-28,14,0
TKT_01429,HR,Hardware,Critical,Resolved,2025-05-23,7.0,AGT_035,,2025-05-30,1,0
TKT_01430,Operations,Access,Low,Resolved,2025-01-28,11.0,AGT_001,4.0,2025-02-08,14,1
TKT_01431,Facilities,Network,Medium,Resolved,2024-09-11,30.0,AGT_025,,2024-10-11,7,0
TKT_01432,HR,Software,High,Resolved,2025-11-22,,AGT_007,,,3,0
TKT_01433,HR,Maintenance,High,Resolved,2026-05-08,24.0,AGT_001,3.0,2026-06-01,3,0
TKT_01434,Finance,Software,Medium,Resolved,2025-06-14,,AGT_034,2.0,,7,0
TKT_01435,Facilities,Payroll,Critical,Escalated,2025-12-30,16.0,AGT_022,1.0,2026-01-15,1,0
TKT_01436,Facilities,Payroll,Critical,Resolved,2026-01-06,23.0,AGT_016,4.0,2026-01-29,1,0
TKT_01437,Finance,Maintenance,High,Open,2026-01-08,7.0,AGT_030,1.0,2026-01-15,3,0
TKT_01438,IT,Software,Critical,Escalated,2026-03-01,8.0,AGT_003,3.0,2026-03-09,1,0
TKT_01439,HR,Payroll,Critical,Resolved,2026-04-16,25.0,AGT_001,1.0,2026-05-11,1,0
TKT_01440,Facilities,Onboarding,Medium,Resolved,2025-12-14,15.0,AGT_032,5.0,2025-12-29,7,0
TKT_01441,IT,Onboarding,Critical,Escalated,2024-09-25,12.0,AGT_004,,2024-10-07,1,0
TKT_01442,Facilities,Hardware,High,Open,2026-01-01,12.0,AGT_002,4.0,2026-01-13,3,0
TKT_01443,Operations,Payroll,Low,Escalated,2024-11-09,16.0,AGT_007,3.0,2024-11-25,14,0
TKT_01444,Finance,Software,Critical,Open,2024-07-05,26.0,AGT_001,,2024-07-31,1,0
TKT_01445,Finance,Software,High,Resolved,2025-04-04,16.0,AGT_010,,2025-04-20,3,0
TKT_01446,IT,Onboarding,High,Escalated,2025-03-17,11.0,AGT_049,,2025-03-28,3,0
TKT_01447,Operations,Access,High,Open,2025-05-18,12.0,AGT_009,2.0,2025-05-30,3,0
TKT_01448,Facilities,Onboarding,Critical,Resolved,2026-01-24,2.0,AGT_009,3.0,2026-01-26,1,0
